time,iv_atm,iv_atm_approx,vol_swap_mc,vol_swap_approx,variance_swap,out_variance_swap,out_vol_swap
2.7397260273972603e-05,0.22383725619659878,0.22360337728835575,0.22362182817432966,0.22361141047147245,0.22363878232160597,0.00019723043103972437,0.00021542802226912072
0.005506849315068492,0.2241512867384759,0.22349442656642948,0.2239389911478501,0.22371793889533412,0.22437914150980634,-0.00022802790703241316,0.0002122955906257995
0.010986301369863014,0.22432086701248768,0.22343451029200068,0.22410733796976243,0.2237750046694194,0.22477707890746554,-0.00045435557022455164,0.00021352904272525786
0.01646575342465753,0.22445818236524887,0.2233857394110112,0.2242434522442932,0.22382122595829948,0.22510008036034568,-0.0006382002758359151,0.00021473012095565847
0.021945205479452053,0.22457806027853103,0.22334305412432398,0.22436210703688383,0.22386156097811893,0.22538245039953672,-0.0007989902702691121,0.0002159532416471932
0.02742465753424657,0.22468653599325658,0.22330439447897235,0.22446926504439882,0.22389801539133558,0.22563805761810973,-0.000944525739953822,0.00021727094885776177
0.03290410958904109,0.22478683104497887,0.2232686689843409,0.22456806948383248,0.22393164787485187,0.2258742189167327,-0.001078880283141681,0.00021876156114639111
0.03838356164383561,0.22488047240209041,0.22323521309930439,0.22466042718558135,0.2239631012715482,0.22609537528869164,-0.0012049528767089923,0.00022004521650906272
0.04386301369863013,0.22496885980613665,0.22320358516754574,0.22474760197687713,0.2239928019523118,0.22630447108462978,-0.0013242772195172503,0.00022125782925952464
0.04934246575342465,0.2250529030684588,0.22317347326746426,0.22483048450076779,0.22402105055830485,0.22650358164056603,-0.0014380106171071882,0.00022241856769100732
0.05482191780821917,0.22513314009885488,0.22314464701112957,0.22490973141718262,0.22404806885149223,0.2266942372471064,-0.001547139065880887,0.0002234086816722547
0.060301369863013696,0.2252102155113213,0.223116930268747,0.2249858439809908,0.22407402617803993,0.226877606102403,-0.0016521810656493219,0.00022437153033050272
0.06578082191780821,0.2252845340713213,0.2230901846581949,0.22505921551009453,0.22409905546295386,0.22705460486593543,-0.001753644378202801,0.00022531856122676164
