time,iv_atm,iv_atm_approx,vol_swap_mc,vol_swap_approx,variance_swap,out_variance_swap,out_vol_swap
0.0027397260273972603,0.22388971262895596,0.22359122418916122,0.22359932865928514,0.2236131792225175,0.22360679774997896,0.0002829148789769975,0.00029038396967082103
0.00821917808219178,0.22386288714420025,0.22356158252524777,0.22358589593561956,0.22362594216759454,0.22360679774997896,0.00025608939422128163,0.0002769912085806847
0.0136986301369863,0.22383624830575463,0.22353221301451243,0.22357273536513206,0.2236387051126716,0.22360679774997896,0.00022945055577566764,0.00026351294062257336
0.019178082191780823,0.22380968620584646,0.22350295697353942,0.22355968826440692,0.22365146805774866,0.22360679774997896,0.00020288845586749482,0.00024999794143953924
0.024657534246575342,0.2237831765231512,0.22347376821557646,0.22354670844669183,0.2236642310028257,0.22360679774997896,0.0001763787731722255,0.0002364680764593563
0.030136986301369864,0.2237566937523903,0.22344462558522005,0.22353377475658326,0.22367699394790275,0.22360679774997896,0.0001498960024113316,0.00022291899580703656
0.03561643835616438,0.22373024839053288,0.22341551728864276,0.22352087540025384,0.22368975689297982,0.22360679774997896,0.00012345064055391264,0.00020937299027903866
0.0410958904109589,0.22370381892444285,0.22338643595154448,0.2235080030034034,0.22370251983805686,0.22360679774997896,9.702117446389047e-05,0.000195815921039455
0.04657534246575343,0.22367740279999426,0.22335737659802848,0.22349515259013528,0.2237152827831339,0.22360679774997896,7.060505001529882e-05,0.0001822502098589862
0.052054794520547946,0.22365100432596632,0.22332833568231897,0.22348232061467363,0.22372804572821098,0.22360679774997896,4.420657598736e-05,0.00016868371129269422
0.057534246575342465,0.22362464041597566,0.22329931057174496,0.22346950444434746,0.22374080867328802,0.22360679774997896,1.7842665996692375e-05,0.00015513597162819526
0.06301369863013699,0.22359829400613151,0.22327029924780317,0.22345670206065354,0.2237535716183651,0.22360679774997896,-8.503743847448897e-06,0.00014159194547797016
0.0684931506849315,0.2235719677831805,0.22324130012241045,0.22344391187550866,0.22376633456344214,0.22360679774997896,-3.482996679846084e-05,0.00012805590767184238
0.07397260273972603,0.22354565366496085,0.22321231191933127,0.22343113261267736,0.22377909750851918,0.22360679774997896,-6.114408501811663e-05,0.00011452105228348941
0.07945205479452055,0.22351934398912232,0.22318333359457368,0.22341836322816763,0.22379186045359625,0.22360679774997896,-8.74537608566428e-05,0.00010098076095468866
0.08493150684931507,0.2234930491709508,0.22315436428115304,0.22340560285499483,0.2238046233986733,0.22360679774997896,-0.0001137485790281556,8.744631595597463e-05
0.09041095890410959,0.22346675999804436,0.22312540324968544,0.2233928507637751,0.22381738634375034,0.22360679774997896,-0.00014003775193460744,7.390923426925378e-05
0.0958904109589041,0.22344047033189046,0.22309644987959207,0.22338010633392957,0.2238301492888274,0.22360679774997896,-0.00016632741808850215,6.0363997960888316e-05
0.10136986301369863,0.22341419083696482,0.22306750363762076,0.22336736903220614,0.22384291223390446,0.22360679774997896,-0.00019260691301414834,4.682180475867881e-05
0.10684931506849316,0.22338792674472996,0.22303856406153125,0.2233546383963645,0.2238556751789815,0.22360679774997896,-0.00021887100524900505,3.328834836546779e-05
0.11232876712328767,0.22336168123805755,0.22300963074750219,0.22334191402258327,0.22386843812405857,0.22360679774997896,-0.0002451165119214116,1.9767215474281175e-05
0.1178082191780822,0.2233354346139139,0.22298070334027442,0.22332919555560338,0.22388120106913562,0.22360679774997896,-0.00027136313606507256,6.2390583105143005e-06
0.1232876712328767,0.22330919076023104,0.22295178152533307,0.22331648268090987,0.22389396401421266,0.22360679774997896,-0.0002976069897479283,-7.291920678831332e-06
0.12876712328767123,0.22328296067494216,0.22292286502264114,0.2233037751184658,0.22390672695928973,0.22360679774997896,-0.0003238370750368036,-2.0814443523642367e-05
0.13424657534246576,0.22325674256130024,0.22289395358155822,0.22329107261763076,0.22391948990436678,0.22360679774997896,-0.0003500551886787273,-3.433005633052266e-05
0.13972602739726028,0.22323053375376922,0.22286504697668352,0.2232783749530039,0.22393225284944382,0.22360679774997896,-0.0003762639962097414,-4.784119923467722e-05
0.14520547945205478,0.22320434552674295,0.22283614500442875,0.223265681920997,0.2239450157945209,0.22360679774997896,-0.0004024522232360106,-6.133639425404125e-05
