time;iv_atm;iv_atm_approx;vol_swap_mc;vol_swap_approx;variance_swap;out_variance_swap;out_vol_swap
0.038356164383561646;0.22336552129393844;0.22341069566318453;0.22348918230873271;0.22373449571572182;0.22360679774997896;-0.0002412764560405234;-0.00012366101479427405
0.043835616438356165;0.2226623341242696;0.22338932181850546;0.22347783103991228;0.22375080247134518;0.22360679774997896;-0.0009444636257093519;-0.0008154969156426717
0.049315068493150684;0.22342620861453005;0.22333680970698874;0.22343521666129093;0.22376690610715963;0.22360679774997896;-0.00018058913544891086;-9.008046760877741e-06
0.0547945205479452;0.22288985762163657;0.223316890014016;0.22342508509893094;0.2237828314197901;0.22360679774997896;-0.0007169401283423915;-0.0005352274772943699
0.06027397260273973;0.2226774000786053;0.2233012026765691;0.22341908832827378;0.22379859799584012;0.22360679774997896;-0.0009293976713736773;-0.0007416882496684984
0.06575342465753424;0.2231937120234643;0.22327361895064524;0.22340110734560983;0.22381422168279066;0.22360679774997896;-0.00041308572651466147;-0.00020739532214553158
0.07123287671232877;0.22299375131775973;0.22323753785307773;0.22337454920422378;0.2238297155559679;0.22360679774997896;-0.0006130464322192386;-0.0003807978864640571
0.07671232876712329;0.22354859498627133;0.22322100415736051;0.22336746541674354;0.22384509057995944;0.22360679774997896;-5.820276370763211e-05;0.00018112956952778814
0.0821917808219178;0.22350478439357305;0.2232002682003028;0.22335611204910882;0.2238603560760747;0.22360679774997896;-0.00010201335640591669;0.0001486723444642235
0.08767123287671233;0.22311032191071536;0.22317835318679966;0.22334351723405524;0.22387552006192246;0.22360679774997896;-0.0004964758392635993;-0.00023319532333987425
0.09315068493150686;0.22382009625184665;0.22315741158719227;0.22333183772367712;0.22389058950392557;0.22360679774997896;0.00021329850186768695;0.0004882585281695273
0.09863013698630137;0.22317197773906028;0.22312266418935253;0.22330629805927374;0.22390557050891963;0.22360679774997896;-0.00043482001091868505;-0.0001343203202134602
0.10410958904109589;0.22308495140973458;0.22310851078752134;0.22330130135112436;0.22392046847210728;0.22360679774997896;-0.0005218463402443807;-0.00021634994138977626
0.1095890410958904;0.22306395154025377;0.22306265759097557;0.2232645567584711;0.22393528819308917;0.22360679774997896;-0.0005428462097251952;-0.0002006052182173257
0.11506849315068493;0.22289012210835177;0.22304188522427626;0.22325284754646652;0.2239500339681143;0.22360679774997896;-0.0007166756416271958;-0.0003627254381147471
0.12054794520547946;0.22222246768254406;0.22304341385035156;0.2232633962548901;0.22396470966432563;0.22360679774997896;-0.001384330067434908;-0.001040928572346056
0.12602739726027398;0.22336655262612795;0.2229723448568581;0.22320130642164232;0.2239793187801751;0.22360679774997896;-0.00024024512385101282;0.00016524620448563065
0.13150684931506848;0.2224638897010332;0.22297014459189335;0.22320804634897343;0.22399386449507422;0.22360679774997896;-0.0011429080489457621;-0.0007441566479402251
0.136986301369863;0.2226633628714117;0.222956579230391;0.22320338399518527;0.2240083497105673;0.22360679774997896;-0.0009434348785672675;-0.0005400211237735764
0.14246575342465753;0.22264376856356108;0.22294546289845063;0.22320113512011924;0.22402277708475635;0.22360679774997896;-0.0009630291864178853;-0.0005573665565581643
0.14794520547945206;0.22300391849824064;0.22290312056100126;0.2231676261906439;0.22403714906130068;0.22360679774997896;-0.0006028792517383252;-0.00016370769240325878
0.15342465753424658;0.2224636259814185;0.2229031974446612;0.22317650381863396;0.22405146789401584;0.22360679774997896;-0.0011431717685604637;-0.0007128778372154643
0.1589041095890411;0.22240758024744398;0.22287686238957102;0.22315893812571003;0.224065735667873;0.22360679774997896;-0.0011992175025349883;-0.0007513578782660513
