44081;44092;3247.00380451482
44081;44104;3243.6380886965
44081;44120;3241.67519977596
44081;44134;3240.69446288073
44081;44155;3238.04879375212
44081;44165;3238.41079406892
44081;44183;3235.74788131022
44081;44211;3231.48107348719
44081;44246;3224.11312640478
44081;44274;3222.43722878921
44081;44365;3171.73104551861
44081;44456;3159.53167135146
44081;44547;3147.79410529006
44081;44638;3137.29431703708
44081;44729;3083.42264781623
44081;44820;3072.60965976133
44081;44911;3060.9215505229
44081;45093;3000.60658453955
44081;45275;2978.67365269684
44081;45646;2904.05924178252
44081;46010;2835.34653981875
44081;46374;2767.08841194905
44081;46738;2702.69565297224
44081;47102;2637.97005977874
44081;47473;2576.16013736023
