45120;45156;0.12681653608080584
45120;45184;0.12991945981399308
45120;45219;0.13429993874421894
45120;45247;0.13744398623878656
45120;45275;0.13962117470668434
45120;45310;0.14048273382130463
45120;45338;0.14295735717381833
45120;45366;0.14449622860924421
45120;45401;0.14584811523916832
45120;45429;0.14852606581310449
45120;45464;0.15069682121912628
45120;45492;0.15178147793644353
45120;45555;0.15445917279970506
45120;45646;0.1570257985732742
45120;45737;0.15704758776116187
45120;45828;0.16013345539390245
45120;45919;0.16170721347180675
45120;46010;0.1636774672101596
45120;46101;0.16535588462418044
45120;46192;0.17004815419412758
45120;46374;0.17357629138936279
45120;46738;0.18388200304650454
45120;47102;0.19430452155159103
45120;47473;0.2045992276877153
45120;47837;0.2155743316904964
45120;48201;0.22694477210758926
45120;48565;0.23863214033714744
